Name,Max. Freq (MHz),Flux Density (Jy),x_err_min,x_err_max,y_err_min,y_err_max
WASP-2 b,10.460886136132029,0.00035075456665886127,1.3619875370613652,1.6146305573252508,0.00012963401178692801,0.00029921496610009463
L 98-59 c,47.28660141193833,0.0003504233918774502,5.380502684419191,4.978833618152919,0.00012963075412383422,0.0002485661506812219
GJ 1061 c,35.82727654894509,0.00034219625144144483,5.114007256905801,3.840817002382863,0.00012612496877940083,0.00017647246389051931
TOI-2152 A b,26.445907166315465,0.00033070975440871605,3.7382129266922597,2.8481267478632795,8.568747730412199e-05,0.0001037050885964706
L 98-59 e,22.358810008132643,0.00033030893920018927,4.733576031709994,2.537129361572177,0.0001597210165035371,0.0003389842544852897
HIP 14810 b,26.44412785031296,0.0003227811807247788,2.972772030859108,2.6392765972345273,0.0001409146169369536,0.0002594492207388277
HD 3167 b,94.37457236774615,0.00032167777679365287,11.494045177082782,9.877377230107584,0.00011549584009499367,0.00027763395154560165
LP 791-18 c,24.045904803079587,0.00032087738647348983,6.8990936183653275,5.343045542867873,0.00014442390468082163,0.00031407622974852505
HD 7924 b,23.199283262629983,0.0003111202547116549,13.961797556434979,4.986909578938274,0.0001651375780524902,0.0004037125787929735
HD 63433 c,29.882011070224785,0.00028055541627951166,27.9965932975644,2183.4734221708086,0.00021428415389233187,0.00045897077287013145
GJ 1061 d,25.5673455722519,0.0002752677880728964,3.6123671465067098,2.7165298077973645,0.00010334340077696927,0.00013868039945087783
WASP-5 b,31.751271219942776,0.00026327710233258026,6.423938623296586,6.791174112563123,0.00011462323984250361,0.00028526221456478726
Teegarden's Star b,40.47210032863965,0.00025343589843740524,6.993789116552506,4.445079484588497,0.0001005744250262596,0.0001586627763731105
WASP-120 b,29.057631575399093,0.0002503277530919481,3.01121267918127,2.6783095852394823,5.725591173199229e-05,6.888278304090261e-05
GJ 514 b,15.67494635530226,0.0002468160831591479,15.171728493252585,1867.618115147983,0.00020311172341132107,0.0006074263533746595
HD 73583 b,19.61708332575771,0.00024059945981534208,10.653535766441996,6.985790950702018,0.00012476597854218797,0.00035470074627898864
HD 63433 b,24.198803436088603,0.00023840899965846512,5.650244575298974,2.8704079189266203,0.00010899570955832762,0.0002533865460332739
GJ 3634 b,17.2599634634244,0.00023566027585931228,12.79486811493133,17.36938802001277,0.0001204439028724804,0.0002798362349117673
HATS-2 b,18.12921880278712,0.00023072022825418008,2.967247403906484,3.5302209724536233,5.973368285667484e-05,9.244986886039537e-05
HD 207496 b,23.057474423742836,0.00022849199318801972,10.5187329005691,6.41686223233749,0.00012199206168326537,0.00046028632193524687
GJ 581 e,52.37809533972057,0.0002206071852703957,7.471029298994537,5.433381556294435,8.355218042428985e-05,0.00012562188757392015
TOI-2076 c,25.181015019659377,0.00021999112223389252,22.898832499047174,1030.3293229972467,0.00016017278802131694,0.0003290073140619151
TOI-1107 b,26.57085153699445,0.0002172580988839889,1.647229547504864,1.5509975343846634,4.793073115363385e-05,6.061511884993139e-05
Teegarden's Star c,26.193108948209,0.00019886913167801388,4.919097824649384,3.0091022853012,7.973761062123656e-05,0.000127439830785329
K2-34 b,13.518316529348493,0.00019629484640577654,1.9692732350107942,2.2785992976901763,4.520378180095764e-05,6.031203402653043e-05
Kepler-17 b,30.886248620558614,0.0001937571566321179,2.431561925211934,2.6331649787260325,9.793222164618201e-05,0.0001912581558373384
Qatar-9 b,26.269709736759037,0.00018875036630214954,4.794772104104741,5.291114018318883,6.437996824332345e-05,0.00015983373775122243
WASP-164 b,40.59083633153007,0.00018159145898807562,2.856780895685411,2.304733142728395,6.181641282477971e-05,0.00012972484767147366
WASP-38 b,23.75511665067362,0.00017532650369623545,0.6717140298426614,0.6608429992491054,3.97754744780177e-05,4.904771928078254e-05
HD 217786 c,29.621294950622868,0.00017524154414837255,18.997124557528377,8.891921043074234,8.16525531277831e-05,0.00019588349801909324
HAT-P-20 b,85.61752879703201,0.00016984913089309028,4.819167792249516,4.441729434942488,5.9073777353829264e-05,0.00014776557936550897
TOI-2076 b,16.202183858906015,0.0001638830846988466,6.2285479764993,3.2522198343106083,8.001945888277407e-05,0.00019266574474224743
HD 40307 b,33.62562986821641,0.0001622369573940507,13.777411269537993,4.599921555594719,6.526259761503374e-05,0.00013413531195670278
HD 162020 b,39.96943874119043,0.00015989285191176362,4.167552336047677,3.839123902776805,9.360716967114183e-05,0.000283183847689312
GJ 9827 b,99.65520490059578,0.00015824998980889103,9.579855081699662,8.993724065113483,6.144947558422366e-05,0.00016418700445151627
GJ 806 c,22.074890210014594,0.00015758271359343846,12.741901071290322,4.232772904300202,8.254268806123438e-05,0.00024736338667682805
XO-3 b,62.18055104096942,0.0001574739870608652,3.4541235628951696,3.3559977552337585,5.616861579712401e-05,7.76796012426162e-05
WASP-71 b,11.589104386351842,0.00015602441852539072,4.264138233266129,6.512799933621668,7.890735213590966e-05,0.00013585733761985804
HAT-P-2 b,44.50893862864305,0.00015528269584735697,3.5005385809284206,3.210639474055313,3.0434623587212006e-05,3.9029571114041254e-05
K2-25 b,37.43590303103768,0.00015489897663395144,5.348562769315734,3.8882121984941236,5.680027849165423e-05,0.00010690564897622987
TOI-1416 b,79.54723185421658,0.00015193106158076821,9.380031077434253,7.966432510444648,2.8901491552346637e-05,3.595181244336055e-05
HD 7924 d,21.653225620442118,0.00015086691730270972,20.470836062350546,1838.5965629042269,0.00011999917431251958,0.00031201732449852196
TOI-2076 d,25.59548687900897,0.00014880442784455332,23.91400103846733,1100.0271861129813,0.00010968987214470608,0.00023780463997509247
LP 791-18 b,98.13772699448025,0.00014644892764121079,10.767803589923616,9.414114962966863,3.454359042609126e-05,5.6503101553085234e-05
TOI-824 b,66.21924967581856,0.0001398232754074816,7.708351928577294,6.9798071548543845,3.9330395474549435e-05,6.446146389158024e-05
HD 40307 c,16.699491017340137,0.00013548536431964246,10.582653510083524,3.927217293896394,5.792423184426358e-05,0.00014183027723578935
Teegarden's Star d,16.713381752068273,0.0001331720598526282,4.814586715849648,2.043686482446841,5.459153543251142e-05,9.136562148838717e-05
pi Men c,13.344754447577973,0.0001299792035365953,3.300133753554608,4.034069400344549,3.037288605554866e-05,4.1863525434914845e-05
HD 40307 d,11.1994260722526,0.0001290774954778081,10.7265645948249,806.346583792322,0.00010027310797935433,0.0002735445710859824
GJ 411 b,23.356867609002165,0.0001289430508105047,3.978382763453787,2.564234323059363,6.212537508273731e-05,0.00014367838815102906
WASP-46 b,32.812915830081444,0.0001254883262059457,4.090054319821526,4.593933192031173,4.136415551672159e-05,8.787034647737447e-05
HD 18599 b,52.68089883199335,0.00012484302342780448,9.94922761921702,8.008399148978299,6.1009920824838524e-05,0.00015315887994150153
TOI-969 b,31.427349341204255,0.0001246733977310035,8.859060939492824,10.401424502874875,2.091311797355315e-05,2.6855308704759942e-05
Qatar-5 b,45.672853019224476,0.00012269658983015617,5.004501114135984,6.339613122196191,2.496661141581971e-05,3.28160221862293e-05
WASP-59 b,21.09311668728096,0.00011736484685630625,5.120411559456883,3.1052730344372748,6.410247620342754e-05,0.00033332233589249615
HD 260655 b,58.50498712198955,0.00011559588335336874,4.959565822665688,4.5462684443882395,3.6742142674730464e-05,9.260188482596292e-05
TOI-540 b,77.46099550684693,0.00011335957147386278,10.765879483388176,8.109657377631805,4.610683779527076e-05,0.00013658364037360933
HD 110082 b,13.862088513609397,0.0001107024721437243,10.552144793670415,661.6809014050486,7.748912848446955e-05,0.00015218010871357115
WASP-65 b,23.27201512505691,0.00011057058275331236,4.361044469456175,5.471555890192128,3.4353988519191756e-05,5.168907113958645e-05
TOI-4201 b,27.360617327556298,0.0001080665852999146,1.9969447493545616,1.6310315046272237,2.7244988438444075e-05,6.259749290683054e-05
HD 219134 c,39.61074763178025,0.00010513947946425744,2.261335184233573,2.0862583048607206,2.3593105658734396e-05,2.7872493553538717e-05
WASP-8 b,21.48398527319141,0.00010185171624520992,1.295373365350553,1.174787053691773,2.085328158536147e-05,2.9203359707062393e-05
CoRoT-11 b,13.334544066356452,9.944999371414803e-05,2.7517893826362947,2.999443671626741,4.1332845238808723e-05,8.152749304040417e-05
HD 260655 c,35.343517317426425,9.375021144049646e-05,3.6757010182865812,3.1003495217837553,3.098050380900061e-05,7.883008167798523e-05
HD 20794 b,25.401345509394986,8.708052085957453e-05,24.736565551489722,3683.3852735037954,7.163968385647166e-05,0.00022011574403792874
HD 73583 c,39.460406474811194,8.529735588281082e-05,37.30709636343536,3264.814632574832,6.759715897594457e-05,0.00017201127595608385
WASP-99 b,27.207866731432883,8.184880321080273e-05,2.09041595603372,1.8971511450086744,2.6797598782161083e-05,3.3835729837021416e-05
tau Cet g,24.39189719664711,7.845650169384801e-05,23.905414791065468,3854.400422028267,6.492203828055016e-05,0.0002470723727339961
HD 1461 b,22.03200848604057,7.658819551009758e-05,13.6040513337199,4.86348130965651,3.3788297719373544e-05,8.023727120987518e-05
HAT-P-11 b,12.872639692921002,7.634491874017422e-05,2.677557750429443,3.341141154562507,2.7911746625189318e-05,6.738265046089774e-05
WASP-10 b,45.243975077864825,7.216541629871509e-05,1.500368820901322,1.4279694044779276,3.2584980138925864e-05,7.671151353880595e-05
HAT-P-54 b,10.036244002347717,6.967024112340656e-05,1.0689746762119032,1.2091350889287629,2.3840826802697537e-05,6.128684189346141e-05
DMPP-1 d,45.04234576818348,6.779133845544618e-05,11.21993895202894,5.277266491662736,2.5285403397114296e-05,4.30487692002426e-05
Qatar-3 b,49.383952139069265,6.67453327886687e-05,8.895848606881096,9.255485185014976,2.3733771532042462e-05,3.482400026689416e-05
TOI-2196 b,65.00164625345322,6.586151363518599e-05,4.741678594401783,4.49155860966988,1.9640814683638383e-05,4.0220325781710966e-05
TOI-700 c,12.038434492250307,6.486817985720518e-05,5.110485907169574,3.109755288265257,2.0366967759308862e-05,3.749181985607105e-05
HD 63433 d,44.818492242769004,6.255878413967238e-05,5.116919503693325,4.282527462123568,2.990160210766765e-05,6.641734945518035e-05
HATS-4 b,23.874462582293383,6.199129699973805e-05,2.7869119077182525,3.19301768037845,1.9540314936752966e-05,3.710168878549336e-05
HD 93963 A c,35.35198978198836,6.075978038254982e-05,6.058284934427455,3.858901148794523,1.1176158760957759e-05,1.5410028449424948e-05
GJ 1132 b,76.83234785666119,5.9829518013509785e-05,8.527296367931584,7.45963386629262,1.2011084199377482e-05,1.6752405785410405e-05
NGTS-21 b,26.430101544123765,5.691233789755813e-05,3.707857933169798,4.121470316431342,1.9841810005101765e-05,4.422404865470024e-05
TOI-4603 b,54.55048495761784,5.6904739410657996e-05,3.2828069081320663,3.0213242082661935,1.0928857803044072e-05,1.0562860888924951e-05
LP 791-18 d,46.63165721650497,5.533740842852555e-05,23.40764752475345,6.818471775986126,2.4311489156810717e-05,5.300681487170915e-05
GJ 163 c,10.544305690408606,5.284458550476645e-05,10.10737944884268,1099.3313147907297,4.2645343788612645e-05,0.00013461314265659518
GJ 3929 c,14.86424032575506,5.2605299791942765e-05,8.830086638096988,2.622984733414791,2.7939609338485083e-05,8.100587561919929e-05
WASP-186 b,34.050324188493974,5.239227654207309e-05,1.7256290044548308,1.720565175224479,8.123732960736332e-06,9.54639534865638e-06
GJ 1132 c,28.451778583743994,5.2380781506713005e-05,4.988257108674244,3.1361098040793323,2.038813154230485e-05,3.206793061539787e-05
WASP-192 b,25.98894794507217,5.203238934949506e-05,5.41789525103551,5.1359280036850485,1.5823230832555226e-05,2.415817427867288e-05
TOI-2134 b,17.192952999398763,5.165566820073092e-05,5.472583488045597,4.065791954578124,2.137645973525023e-05,6.487473193169795e-05
HD 20794 c,21.056036564855784,5.061114854183443e-05,20.591634894619887,3715.5554939140256,4.2211198351896275e-05,0.00014114263049347478
TOI-2266 b,53.99517442209591,4.922228706214223e-05,6.35167204951798,5.33577993443636,2.3601579114163335e-05,5.7862554396298884e-05
WASP-89 b,56.4545019665712,4.873422806168146e-05,1.7974861443364176,1.7681673223150582,1.4175136756203854e-05,2.390140099045395e-05
Kepler-21 b,71.38609018967979,4.855907044060858e-05,6.41720208475013,5.814071179058516,5.3356447150851e-06,5.691616102626182e-06
GJ 143 b,13.621290147369955,4.851668024160718e-05,13.192319994707928,1381.6919758597282,3.9301537907829575e-05,0.0001190020046448087
tau Cet h,19.200322645975987,4.727920129932077e-05,18.889659803231975,3753.4945675147906,3.9489679032855105e-05,0.00015695217083896965
TOI-132 b,47.014214051143576,4.721198183211449e-05,3.7391545983024557,3.403881443051546,1.5952759472117932e-05,2.5719835481919517e-05
TOI-1470 b,47.81769442663439,4.671995401932924e-05,5.08256821797589,4.401445802519419,1.2949301921059877e-05,2.9409628478295484e-05
HD 96700 b,12.625826855608885,4.6607158267001605e-05,8.247091951239497,6.898568956879416,2.068269819747937e-05,4.988826174897874e-05
LTT 3780 c,19.785483642759264,4.5473239590869154e-05,2.1278015704006386,1.6010340675482588,1.849507760730175e-05,6.42804416168504e-05
TOI-4010 b,33.30529470451379,4.448069010795165e-05,9.278410976951474,11.44797094461839,1.4494822314543661e-05,3.0198235684116162e-05
OGLE-TR-132 b,11.374429239512615,4.3535212599431186e-05,3.9022968176612842,5.983521583512779,2.0212639950637596e-05,3.876114715789917e-05
HD 235088 b,24.45750803736675,3.913324779606295e-05,4.834011039807574,2.7695104686341807,1.6619257292778345e-05,3.4011330253418854e-05
HD 86226 c,38.7069616165124,3.79679822665294e-05,4.382336020577327,3.729497640836172,1.2220917011439861e-05,2.4425335307512303e-05
TOI-1130 b,25.867860000198945,3.766159314818109e-05,5.636803956936973,3.956686632584315,7.319871057956056e-06,9.783088705946327e-06
K2-36 b,92.19426009623943,3.6628564339409e-05,20.1637989704178,15.679282169213295,8.326695842869688e-06,1.2961818419633774e-05
LHS 1140 c,45.43310241569101,3.6270647946365524e-05,1.8059462012693714,1.69996368359552,5.71390518820366e-06,7.724968390124596e-06
TOI-238 b,90.15221975618604,3.585238263039989e-05,11.273186635734646,10.014856565654696,1.4121841081433873e-05,3.836609337629728e-05
HD 40307 f,10.164394219653833,3.577462772963428e-05,9.837061651026156,1381.3479610555628,2.905308324616002e-05,8.841171730597806e-05
WASP-141 b,29.900765309788042,3.550272259293233e-05,3.216346943839884,2.689392828793906,8.326152517486533e-06,1.1277796185805687e-05
TOI-150.01,20.192806177269805,3.547423269574914e-05,1.5488361061628382,1.1002263685353562,4.173335908237534e-06,4.690738914020951e-06
LHS 1140 b,19.088662206024733,3.520589678579484e-05,0.48954236393735684,0.48281785338495453,5.607206690186168e-06,7.489755503779162e-06
TOI-1288 b,14.139136701804897,3.406535027135889e-05,3.713781415523526,4.073264444251414,7.084706155433012e-06,9.654958837655412e-06
WASP-45 b,16.793696358673934,3.276770410522833e-05,3.037342614497268,3.823276083510173,9.493172437234185e-06,1.3989789509991168e-05
HD 176986 b,22.49096580086063,3.272217747766492e-05,13.115565282990556,4.24755695931632,1.6761104087260208e-05,4.987893129154548e-05
HD 97658 b,27.793868507957917,3.243537790230095e-05,2.0469598150976758,1.9680238369315681,9.678857058300989e-06,2.681156117324991e-05
WASP-158 b,35.7708390884565,3.2149584217272487e-05,5.479119703631696,4.68300603097039,1.3348728140723953e-05,2.1672817528077216e-05
DMPP-1 c,12.205645363054895,3.2065132494879636e-05,8.016273083745059,8.678464522434588,1.5386713115220542e-05,3.469242817806825e-05
OGLE-TR-113 b,21.257028011533283,3.163148141156451e-05,4.291459766755686,5.237296299498862,1.529510452562464e-05,2.400302475712857e-05
CoRoT-21 b,20.059289274440193,3.120755445154154e-05,6.851112389140619,7.84409378599484,1.1454198184610232e-05,1.7579472893936143e-05
HAT-P-21 b,41.01621501909602,3.103088050799457e-05,6.4359720567425995,5.345450956659981,1.747371083447799e-05,3.0723503586877064e-05
HD 134606 e,43.09666890572652,3.004659525420628e-05,6.542602997214438,4.5563731967028716,1.3068965679267698e-05,2.487108317031482e-05
HD 125595 b,17.015460142704413,2.9109565923372077e-05,12.740793398390487,3.9235616378920106,1.636321059149142e-05,5.8990157851660124e-05
HD 156668 b,31.894735767771184,2.601700740521127e-05,13.76911292276565,4.3692670892330945,1.2008226543616708e-05,2.908891229943566e-05
TOI-836 c,21.881163344727263,2.4337621801808367e-05,8.553172696767438,2.650526604688725,1.0283423707101639e-05,3.114248178046097e-05
TOI-836 b,44.723434319232176,2.4221504750424567e-05,2.011454916971573,1.848830344134285,9.341130964204236e-06,2.432303485802981e-05
HD 110113 b,34.66111664716732,2.3905852332333376e-05,12.401226717285315,8.6268957370931,5.4977782064855515e-06,8.148089329667521e-06
TOI-122 b,19.251767677910493,2.3730266607352316e-05,8.809557623452742,6.575301087856772,6.9493675225474065e-06,1.2446274964991303e-05
Kepler-43 b,57.51894635807158,2.2555880954657015e-05,22.841266947872626,19.7821678253952,8.257509794459721e-06,1.3759124310565908e-05
HIP 57274 b,18.430298828762787,2.2401719592988316e-05,13.886790374559963,4.444543537773004,1.2220331303738477e-05,3.544494582935612e-05
HD 215497 b,26.580370576501984,2.2272683223170733e-05,19.90182795519598,6.326730224105702,1.13646160825512e-05,2.7006448248550567e-05
HD 85512 b,12.774377061977628,2.2240896437603453e-05,12.453180884658826,1874.3776228608003,1.8412140498820402e-05,5.9323259802898495e-05
GJ 3929 b,64.8649748741654,2.1683609744834873e-05,9.76285654190179,8.43961594137133,7.799512013798036e-06,1.9416754765028158e-05
K2-233 d,36.03768841417589,2.0724387375007194e-05,34.12128555482846,2857.037962487471,1.654524301791635e-05,6.012918444605529e-05
Kepler-411 e,21.899341394187584,2.0315692698151112e-05,20.169622599736734,928.0515262318953,1.5343582436863162e-05,3.5595192565199016e-05
HD 181433 b,17.725555078103746,2.0057082729454365e-05,10.618733261862438,3.635152921220701,8.574275603571277e-06,2.094599670519159e-05
GJ 9827 d,13.300677319916609,1.964115725132094e-05,6.415237083311306,9.331885477257433,8.310019863612088e-06,2.161620612064179e-05
TOI-2136 b,21.206671349104173,1.9447140024110046e-05,12.234179793622662,9.403466409062503,5.8884958932436455e-06,1.05287271430295e-05
HD 137496 b,99.37250139923404,1.9164173401375725e-05,9.831787766694077,8.998533075382866,3.1488946589715548e-06,3.6085569234724235e-06
TOI-262 b,26.03408738873736,1.8547442514660877e-05,24.75525662332747,2199.760841319174,1.459253806410326e-05,3.540066935485734e-05
WASP-129 b,14.526656218661518,1.8460772496570437e-05,2.5413261481259397,3.1364190016330333,5.726082248460422e-06,2.630062995984542e-05
HATS-16 b,30.99143509530704,1.785148574659292e-05,7.83441424792256,6.538392581749704,6.208221175041029e-06,9.387601716309567e-06
TOI-712 b,21.57000838529756,1.716723497262023e-05,4.260924863946407,2.4533593617636384,7.035957438596724e-06,1.6442496417457372e-05
TOI-1470 c,24.686946816772362,1.6754713273725175e-05,23.302796201092733,2004.060785189195,1.3058968853905113e-05,3.147564457289947e-05
EPIC 246851721 b,27.250890118273553,1.630031221058026e-05,7.887446812531266,5.4100676829790615,2.4310420108141603e-06,3.3284361690160347e-06
HD 183579 b,11.121644326330978,1.597320612767369e-05,10.501757177901576,810.3241864131512,1.24327831981777e-05,2.728903318788855e-05
Kepler-411 d,19.55632703418713,1.55755281884842e-05,18.278380157911357,1302.5296404660116,1.1830539524408074e-05,2.3153833046737495e-05
NGTS-9 b,31.77340672549346,1.5427828226559773e-05,2.9189999952890204,2.647265000925536,4.728241026983668e-06,7.001521327899798e-06
HD 136352 b,27.219587478330467,1.53648240712188e-05,1.9398908964331767,1.777420956789964,3.992723057519144e-06,4.789355483905334e-06
